timestamp,temperature,humidity,light,pressure
2024-02-22 12:03:24.567163,23.31,39.51,76.14,992.93
2024-02-22 12:03:27.621747,23.48,40.98,77.18,993.9
2024-02-22 12:03:30.693249,23.29,36.83,79.01,994.44
2024-02-22 12:03:33.746629,23.7,42.14,77.99,993.53
2024-02-22 12:03:36.797753,22.18,41.01,75.93,993.07
2024-02-22 12:03:39.869752,22.24,41.22,77.8,994.82
2024-02-22 12:03:42.913335,22.32,43.98,76.04,991.75
2024-02-22 12:03:45.962217,22.37,38.72,79.62,990.74
2024-02-22 12:03:49.011557,22.82,41.28,76.85,993.58
2024-02-22 12:03:52.062205,23.55,44.71,78.93,993.02
2024-02-22 12:03:55.111282,23.39,36.18,76.83,991.3
2024-02-22 12:03:58.156970,23.69,36.73,75.28,991.31
2024-02-22 12:04:01.211287,23.43,44.98,75.58,994.56
2024-02-22 12:04:04.266556,23.29,37.22,79.11,994.46
2024-02-22 12:04:07.311624,23.08,44.06,75.27,992.36
2024-02-22 12:04:10.370701,22.09,36.52,79.21,993.64
2024-02-22 12:04:13.424715,23.47,42.68,77.6,992.88
2024-02-22 12:04:16.473373,23.33,38.7,78.41,994.21
2024-02-22 12:04:19.537772,23.79,39.17,75.56,993.29
2024-02-22 13:52:31.624537,22.02,39.72,77.38,994.88
2024-02-22 13:52:34.689934,23.58,35.4,77.43,993.48
2024-02-22 13:52:37.750102,22.01,44.96,78.29,994.9
2024-02-22 13:52:40.794440,22.24,43.19,77.09,993.8
2024-02-22 13:52:43.854374,23.09,44.58,76.84,992.09
2024-02-22 13:52:46.921611,23.56,35.13,77.59,994.43
2024-02-22 13:52:49.980661,22.85,42.75,79.8,993.58
2024-02-22 13:52:53.039139,23.48,38.61,75.57,990.05
2024-02-22 13:52:56.096745,22.57,39.67,77.16,992.1
2024-02-22 13:52:59.142945,23.76,40.31,78.16,993.67
2024-02-22 13:53:02.201125,22.42,36.68,76.07,994.83
2024-02-22 13:53:05.249359,22.96,44.97,77.94,990.46
2024-02-22 13:53:08.321805,23.48,41.7,75.2,991.89
2024-02-22 13:53:11.383937,23.74,36.47,79.59,992.57
2024-02-22 13:53:14.443958,22.79,41.95,77.42,994.09
2024-02-22 13:53:17.493429,23.3,35.98,76.3,994.07
2024-02-22 13:53:20.549452,22.89,37.19,75.15,994.72
2024-02-22 13:53:23.605992,22.91,41.01,79.55,992.36
2024-02-22 13:53:26.663783,22.69,39.99,76.18,994.2
2024-02-22 13:53:29.719181,23.38,35.37,78.17,994.81
2024-02-22 13:53:32.780658,22.02,44.09,75.99,991.41
2024-02-22 13:53:35.841552,23.96,43.49,77.65,992.98
2024-02-22 13:53:38.891063,22.11,40.77,77.82,994.64
2024-02-22 13:53:41.947684,23.25,41.88,76.87,994.1
2024-02-22 13:53:45.000873,22.9,41.84,75.24,992.37
2024-02-22 13:53:48.056933,23.54,44.6,76.68,992.41
2024-02-22 13:53:51.114151,23.83,36.79,78.87,992.54
2024-02-22 13:53:54.162803,23.54,43.31,79.28,993.11
2024-02-22 13:53:57.221532,22.21,44.94,76.87,991.68
2024-02-22 13:54:00.269657,23.04,42.56,77.36,994.11
2024-02-22 13:54:03.323789,22.14,43.43,78.09,990.81
2024-02-22 13:54:06.372395,22.49,35.01,77.39,990.58
2024-02-22 13:54:09.426093,22.75,36.33,79.5,990.14
2024-02-22 13:54:12.479843,23.74,44.51,78.68,991.91
2024-02-22 13:54:15.520939,23.21,42.47,79.39,990.57
2024-02-22 13:54:18.573575,22.9,42.92,78.36,991.83
2024-02-22 13:54:21.667820,22.77,35.3,75.35,994.97
