timestamp,temperature,humidity,light,pressure
2024-03-03 13:24:52.804485,25.0,36.73,77.29,992.66
2024-03-03 13:24:55.877002,25.05,36.06,75.74,992.82
2024-03-03 13:24:58.975084,25.11,42.86,79.1,993.11
2024-03-03 13:25:02.096014,25.16,39.0,75.16,991.83
2024-03-03 13:25:05.169836,25.22,43.71,75.85,991.3
2024-03-03 13:25:08.253312,25.27,42.51,79.95,993.4
2024-03-03 13:25:11.645136,25.32,41.58,77.99,993.41
2024-03-03 13:25:14.752296,25.37,40.53,78.56,993.79
2024-03-03 13:25:17.955779,25.42,37.73,76.61,994.36
2024-03-03 13:25:21.804804,25.49,44.25,78.31,993.13
2024-03-03 13:25:25.011609,25.53,42.66,76.43,990.39
2024-03-03 13:25:28.265219,25.58,40.78,78.8,994.45
2024-03-03 13:25:31.342043,25.62,36.06,77.96,994.02
2024-03-03 13:25:34.425129,25.67,40.96,75.89,990.51
2024-03-03 13:25:37.523434,25.7,41.41,79.91,991.0
2024-03-03 13:25:40.605800,25.74,41.19,78.83,990.22
2024-03-03 13:25:43.709796,25.78,41.48,78.54,993.71
2024-03-03 13:25:46.809365,25.81,38.46,77.91,992.2
2024-03-03 13:25:49.879357,25.84,44.43,78.12,990.17
2024-03-03 13:25:52.992092,25.87,39.47,77.17,992.76
2024-03-03 13:25:56.077770,25.89,38.92,79.46,992.88
2024-03-03 13:25:59.503003,25.92,43.3,78.53,991.01
2024-03-03 13:26:02.769739,25.94,37.14,76.82,991.45
2024-03-03 13:26:05.849751,25.96,42.19,77.86,993.18
2024-03-03 13:26:08.986955,25.97,43.15,79.55,994.54
2024-03-03 13:26:12.067802,25.98,37.19,79.09,990.8
2024-03-03 13:26:15.426033,25.99,43.56,79.71,993.02
2024-03-03 13:26:18.816247,26.0,42.65,79.16,992.29
2024-03-03 13:26:21.901891,26.0,36.29,77.16,992.95
2024-03-03 13:26:25.003528,26.0,39.25,79.71,992.57
2024-03-03 13:26:28.079065,26.0,40.48,76.21,992.07
2024-03-03 13:26:31.487472,25.99,36.5,75.63,990.35
2024-03-03 13:26:34.873659,25.98,40.16,75.32,993.42
2024-03-03 13:26:37.966708,25.96,42.65,75.69,991.67
2024-03-03 13:26:41.082430,25.95,42.25,77.96,994.42
2024-03-03 13:26:44.169750,25.93,36.33,78.44,991.53
2024-03-03 13:26:47.659451,25.91,41.3,79.5,992.64
2024-03-03 13:26:51.006610,25.88,40.18,78.28,991.03
2024-03-03 13:26:54.084119,25.85,44.79,77.51,994.9
2024-03-03 13:26:57.196085,25.82,35.36,77.15,991.25
2024-03-03 13:27:00.307103,25.79,35.32,78.17,991.45
2024-03-03 13:27:03.702572,25.76,41.37,79.11,990.48
2024-03-03 13:27:07.061456,25.72,44.94,76.41,990.64
2024-03-03 13:27:10.142552,25.68,44.78,75.59,993.57
2024-03-03 13:27:13.260806,25.64,38.74,79.68,990.12
2024-03-03 13:27:16.360050,25.59,40.89,78.0,992.23
2024-03-03 13:27:19.726991,25.55,40.65,77.49,993.22
2024-03-03 13:27:23.099485,25.49,39.04,76.09,992.53
2024-03-03 13:27:26.181953,25.45,39.91,77.6,990.43
2024-03-03 13:27:29.299565,25.4,42.13,79.39,991.76
2024-03-03 13:27:32.375333,25.35,41.2,79.97,993.83
2024-03-03 13:27:35.828725,25.29,36.14,77.89,994.31
2024-03-03 13:27:39.201551,25.23,39.68,77.13,994.19
2024-03-03 13:27:42.279882,25.18,42.85,76.42,991.31
2024-03-03 13:27:45.406604,25.13,42.51,77.12,991.96
2024-03-03 13:27:48.487079,25.07,42.75,75.6,992.16
2024-03-03 13:27:51.975034,25.02,37.15,76.59,991.93
2024-03-03 13:27:55.367889,24.95,42.88,79.64,990.48
2024-03-03 13:27:58.452170,24.9,39.25,76.6,992.47
2024-03-03 13:28:01.563883,24.85,38.24,76.98,993.43
2024-03-03 13:28:04.644137,24.79,35.82,79.37,992.77
2024-03-03 13:28:08.020426,24.74,37.83,75.55,992.26
2024-03-03 13:28:11.328289,24.68,44.23,78.23,990.34
2024-03-03 13:28:14.416332,24.63,36.78,77.17,994.32
2024-03-03 13:28:17.528179,24.58,43.64,76.41,994.19
2024-03-03 13:28:20.624950,24.53,35.53,76.75,994.94
2024-03-03 13:28:23.971692,24.48,43.6,79.6,992.51
2024-03-03 13:28:27.209366,24.43,44.43,79.18,994.14
2024-03-03 13:28:30.283934,24.39,43.65,76.94,991.12
2024-03-03 13:28:33.393813,24.35,41.47,79.69,990.93
2024-03-03 13:28:36.487643,24.31,39.17,76.22,991.51
2024-03-03 13:28:39.998101,24.27,37.99,78.71,991.82
2024-03-03 13:28:43.348452,24.23,37.36,75.68,994.67
2024-03-03 13:28:46.439970,24.19,40.04,76.54,993.16
2024-03-03 13:28:49.555310,24.16,38.07,79.73,991.81
2024-03-03 13:28:52.658742,24.13,38.2,77.24,992.44
2024-03-03 13:28:55.937799,24.11,36.73,76.75,991.38
2024-03-03 13:28:59.398445,24.08,38.89,76.6,993.25
2024-03-03 13:29:02.484404,24.06,42.98,77.62,994.14
2024-03-03 13:29:05.601896,24.04,42.03,75.61,993.15
2024-03-03 13:29:08.706752,24.03,38.33,79.8,993.41
2024-03-03 13:29:12.190900,24.02,35.17,79.9,991.14
2024-03-03 13:29:15.660270,24.01,36.37,78.28,991.43
2024-03-03 13:29:18.750657,24.0,38.02,75.59,994.23
2024-03-03 13:29:21.879259,24.0,42.19,79.19,991.18
2024-03-03 13:29:24.990775,24.0,44.89,79.66,991.93
2024-03-03 13:29:28.229317,24.0,41.96,77.32,994.75
2024-03-03 13:29:31.611849,24.01,38.06,76.78,992.62
2024-03-03 13:29:34.691758,24.02,37.89,78.19,993.87
2024-03-03 13:29:37.881921,24.03,39.81,79.95,992.43
2024-03-03 13:29:41.001629,24.05,41.52,79.72,990.84
2024-03-03 13:29:44.375129,24.07,38.4,79.76,991.5
2024-03-03 13:29:47.748034,24.09,35.05,76.92,994.13
2024-03-03 13:29:50.862102,24.12,35.35,77.99,991.65
2024-03-03 13:29:54.020485,24.15,35.81,77.39,994.88
2024-03-03 13:29:57.114252,24.17,37.98,76.48,992.59
2024-03-03 13:30:00.330243,24.21,41.9,79.69,992.49
2024-03-03 13:30:03.663800,24.24,39.28,77.92,990.16
2024-03-03 13:30:06.757275,24.28,40.55,79.48,991.17
2024-03-03 13:30:09.876065,24.32,42.02,75.57,990.83
2024-03-03 13:30:12.985557,24.36,39.81,79.44,993.06
2024-03-03 13:30:16.314261,24.4,35.98,79.96,994.89
2024-03-03 13:30:19.756918,24.46,41.77,78.24,993.75
2024-03-03 13:30:27.995553,25.0,35.02,75.88,993.66
2024-03-03 13:30:31.151115,25.06,41.43,79.7,992.06
2024-03-03 13:30:34.236231,25.11,39.38,79.33,994.3
2024-03-03 13:30:37.678578,25.17,38.2,76.14,994.68
2024-03-03 13:30:40.750470,25.22,43.82,75.26,994.17
2024-03-03 13:30:44.041614,25.28,38.12,79.84,993.29
2024-03-03 13:30:47.116072,25.33,35.72,79.13,990.82
2024-03-03 13:30:50.688203,25.39,37.81,78.71,992.54
2024-03-03 13:30:53.778806,25.44,37.12,76.89,990.08
2024-03-03 13:30:56.945413,25.49,39.04,76.38,993.62
2024-03-03 13:31:00.265807,25.54,35.14,76.75,991.29
2024-03-03 13:42:46.157886,25.0,35.66,79.32,993.88
2024-03-03 13:42:49.575661,25.06,38.44,79.96,992.75
2024-03-03 13:42:52.689960,25.12,43.41,75.03,991.48
2024-03-03 13:42:55.780050,25.17,42.21,75.61,991.03
2024-03-03 13:42:59.098026,25.22,37.02,77.8,992.59
2024-03-03 13:43:02.561386,25.28,38.72,76.93,994.01
2024-03-03 13:43:05.636760,25.33,41.67,79.05,990.79
2024-03-03 13:43:08.721084,25.38,44.89,77.85,993.16
2024-03-03 13:43:11.799849,25.43,36.28,77.84,992.84
2024-03-03 13:43:15.023092,25.48,40.8,76.03,993.01
2024-03-03 13:43:18.110323,25.53,37.35,78.77,992.88
2024-03-03 13:43:21.179422,25.58,41.95,76.6,991.22
2024-03-03 13:43:24.256030,25.62,43.26,76.37,994.42
2024-03-03 13:43:27.330333,25.66,37.75,76.75,991.92
2024-03-03 13:43:30.554896,25.7,40.97,76.6,993.45
2024-03-03 13:43:33.915916,25.74,38.1,76.4,994.23
2024-03-03 13:43:36.985752,25.78,41.17,78.19,991.78
2024-03-03 13:43:40.068012,25.81,37.71,76.85,990.78
2024-03-03 13:43:43.140152,25.84,38.77,75.98,994.61
2024-03-03 13:43:46.669305,25.87,35.64,79.77,991.84
2024-03-03 13:43:49.992119,25.9,37.29,78.38,990.23
2024-03-03 13:43:53.066666,25.92,42.64,79.81,992.7
2024-03-03 13:43:56.144684,25.94,41.22,79.13,993.95
2024-03-03 13:43:59.217795,25.96,35.37,75.73,992.04
2024-03-03 13:44:02.699329,25.97,44.12,79.11,993.87
2024-03-03 13:44:05.835932,25.98,39.0,75.56,994.87
2024-03-03 13:44:08.944152,25.99,36.57,75.58,990.03
2024-03-03 13:44:12.023534,26.0,42.97,75.45,993.03
2024-03-03 14:08:03.505231,25.02,44.62,78.33,993.14
2024-03-03 14:08:06.619307,25.07,42.64,77.83,990.85
2024-03-03 14:08:09.713760,25.12,41.25,77.12,993.39
