timestamp,temperature,humidity,light,pressure
2024-02-27 20:59:07.027203,25.0,38.8,76.12,993.27
2024-02-27 20:59:10.058001,25.05,40.63,75.15,992.83
2024-02-27 20:59:13.085470,25.11,39.84,76.53,990.22
2024-02-27 20:59:16.102574,25.16,35.57,79.86,991.32
2024-02-27 20:59:19.125572,25.21,36.83,76.62,994.05
2024-02-27 20:59:22.158920,25.26,40.96,77.0,994.25
2024-02-27 20:59:25.175580,25.31,40.59,77.56,993.1
2024-02-27 20:59:28.206267,25.36,42.71,76.64,990.43
2024-02-27 20:59:31.220215,25.41,43.48,76.5,994.0
2024-02-27 20:59:34.254094,25.46,37.13,79.99,991.15
2024-02-27 20:59:37.277710,25.5,41.03,79.48,990.38
2024-02-27 20:59:40.294849,25.55,37.61,75.2,994.18
2024-02-27 20:59:43.326744,25.59,39.98,77.08,992.28
2024-02-27 20:59:46.347058,25.63,37.15,77.57,990.74
2024-02-27 20:59:49.363984,25.67,43.77,79.28,991.15
2024-02-27 20:59:52.386850,25.71,37.01,76.48,990.34
2024-02-27 20:59:55.414166,25.75,40.57,76.75,994.03
2024-02-27 20:59:58.441206,25.78,43.83,77.07,992.42
2024-02-27 21:00:01.468844,25.81,40.72,76.91,991.89
2024-02-27 21:00:04.484331,25.84,41.3,77.74,992.02
2024-02-27 21:00:07.518451,25.87,43.66,79.51,994.82
2024-02-27 21:00:10.534530,25.9,43.04,78.32,993.64
2024-02-27 21:00:13.559817,25.92,41.31,76.02,991.28
2024-02-27 21:00:16.584385,25.94,38.41,78.68,993.82
2024-02-27 21:00:19.614329,25.95,41.34,77.01,992.8
2024-02-27 21:00:22.637045,25.97,37.49,79.37,993.07
2024-02-27 21:00:25.654379,25.98,44.94,76.59,990.74
2024-02-27 21:00:28.677029,25.99,41.92,79.59,993.07
2024-02-27 21:00:31.708000,26.0,38.88,78.65,994.55
2024-02-27 21:00:34.727188,26.0,39.22,76.93,991.57
2024-02-27 21:00:37.756831,26.0,41.57,78.39,993.44
2024-02-27 21:00:40.780451,26.0,37.27,76.33,994.01
2024-02-27 21:00:43.797682,25.99,35.03,77.81,991.86
2024-02-27 21:00:46.825936,25.99,39.59,78.61,994.37
2024-02-27 21:00:49.849918,25.97,38.99,75.28,990.54
2024-02-27 21:00:52.876982,25.96,43.61,79.01,992.48
2024-02-27 21:00:55.900452,25.95,41.63,79.83,991.5
2024-02-27 21:00:58.917541,25.93,42.33,76.88,990.69
2024-02-27 21:01:01.941211,25.91,36.19,77.17,991.95
2024-02-27 21:01:04.973643,25.88,40.5,78.11,994.69
2024-02-27 21:01:07.988608,25.86,43.7,75.03,992.67
2024-02-27 21:01:11.023390,25.83,43.24,76.03,991.73
2024-02-27 21:01:14.049033,25.8,39.69,79.26,991.74
2024-02-27 21:01:17.065997,25.77,44.59,78.38,992.0
2024-02-27 21:01:20.098631,25.73,41.99,77.14,992.07
2024-02-27 21:01:23.124532,25.69,38.57,76.44,992.67
2024-02-27 21:01:26.155918,25.65,35.76,76.98,993.44
2024-02-27 21:01:29.175979,25.61,38.2,77.19,990.13
2024-02-27 21:01:32.199841,25.57,43.15,76.61,990.16
2024-02-27 21:01:35.233533,25.53,35.16,77.38,990.95
2024-02-27 21:01:38.250929,25.48,35.4,76.75,992.9
2024-02-27 21:01:41.279753,25.43,37.22,75.28,991.46
2024-02-27 21:01:44.301430,25.39,35.49,75.62,994.01
2024-02-27 21:01:47.330802,25.34,38.92,76.08,993.49
2024-02-27 21:01:50.360372,25.29,36.23,76.68,993.56
2024-02-27 21:01:53.379016,25.24,38.4,76.04,990.73
2024-02-27 21:01:56.412542,25.18,35.79,79.91,994.16
2024-02-27 21:01:59.439542,25.13,36.14,75.81,991.31
2024-02-27 21:02:02.459559,25.08,39.15,75.29,990.22
2024-02-27 21:02:05.493048,25.03,40.42,77.14,991.83
2024-02-27 21:02:08.513872,24.97,37.19,76.09,994.46
2024-02-27 21:02:11.544026,24.92,40.87,78.89,991.32
2024-02-27 21:02:14.565353,24.87,40.34,75.91,991.6
2024-02-27 21:02:17.595386,24.82,35.06,78.37,992.47
2024-02-27 21:02:20.621551,24.76,43.84,76.56,993.85
2024-02-27 21:02:23.640322,24.71,40.74,76.34,994.98
2024-02-27 21:02:26.674193,24.66,44.68,75.78,994.31
2024-02-27 21:02:29.689362,24.61,43.65,77.63,991.1
2024-02-27 21:02:32.716809,24.57,36.43,78.06,990.5
2024-02-27 21:02:35.743076,24.52,40.55,78.97,992.37
2024-02-27 21:02:38.782341,24.47,37.69,78.34,994.67
2024-02-27 21:02:41.814061,24.43,38.16,77.02,991.58
2024-02-27 21:02:44.841255,24.39,37.52,76.41,990.33
2024-02-27 21:02:47.869358,24.35,37.42,75.9,993.77
2024-02-27 21:02:50.893402,24.31,37.61,75.87,991.69
2024-02-27 22:25:41.624252,25.0,35.01,75.65,991.46
2024-02-27 22:25:44.676679,25.05,39.96,77.42,994.76
2024-02-27 22:25:47.760581,25.11,39.33,79.52,991.66
2024-02-27 22:25:50.852574,25.16,37.99,76.76,991.51
2024-02-27 22:25:53.926671,25.21,42.01,75.17,992.53
2024-02-27 22:25:56.976712,25.27,42.27,76.64,990.8
2024-02-27 22:26:00.051557,25.32,42.72,75.24,993.3
2024-02-27 22:26:03.107561,25.37,38.59,77.53,990.96
2024-02-27 22:26:06.158835,25.42,40.2,77.64,991.83
2024-02-27 22:26:09.218284,25.46,37.55,76.5,993.65
2024-02-27 22:26:12.277390,25.51,42.35,76.14,990.24
2024-02-27 22:26:15.342848,25.56,42.07,75.75,991.92
2024-02-27 22:26:18.400055,25.6,42.52,79.94,992.3
2024-02-27 22:26:21.465490,25.64,43.58,77.22,993.48
2024-02-27 22:26:24.534640,25.68,36.61,77.02,990.18
2024-02-27 22:26:27.584745,25.72,39.87,75.15,990.5
2024-02-27 22:26:30.667473,25.76,35.08,77.54,992.71
2024-02-27 22:26:33.725395,25.79,40.3,78.13,990.33
2024-02-27 22:26:36.796954,25.82,40.9,79.13,991.88
2024-02-27 22:26:39.862770,25.85,43.57,79.62,990.54
2024-02-27 22:26:42.921394,25.88,43.86,79.64,993.85
2024-02-27 22:26:45.978765,25.9,44.93,79.99,994.73
2024-02-27 22:26:49.031981,25.92,39.89,78.13,992.42
2024-02-27 22:26:52.095560,25.94,42.84,75.56,990.58
2024-02-27 22:26:55.152005,25.96,38.6,75.97,990.94
2024-02-27 22:26:58.217021,25.97,39.24,75.26,992.72
2024-02-27 22:27:01.270171,25.98,39.74,75.06,993.45
2024-02-27 22:27:04.314814,25.99,37.74,77.23,991.75
2024-02-27 22:27:07.385340,26.0,43.87,76.79,993.27
2024-02-27 22:27:10.437262,26.0,35.76,77.92,992.24
2024-02-27 22:27:13.491648,26.0,37.92,75.35,992.57
2024-02-27 22:27:16.547825,26.0,43.97,78.88,991.57
2024-02-27 22:27:19.613568,25.99,41.71,78.53,993.01
2024-02-27 22:27:22.681284,25.98,36.34,78.37,990.61
2024-02-27 22:27:25.734292,25.97,42.14,76.88,993.99
2024-02-27 22:27:28.788129,25.96,43.88,78.69,993.74
2024-02-27 22:27:31.846121,25.94,39.91,79.28,992.0
2024-02-27 22:27:34.904108,25.92,35.68,78.81,993.12
2024-02-27 22:27:36.451402,25.0,35.77,78.99,991.32
2024-02-27 22:27:39.521655,25.05,39.68,76.29,991.98
2024-02-27 22:27:43.646421,25.13,37.72,75.52,993.59
2024-02-27 22:27:46.784035,25.18,40.01,76.38,993.79
2024-02-27 22:27:49.878762,25.23,41.65,77.56,990.81
2024-02-27 22:27:52.932461,25.28,43.13,78.92,991.86
2024-02-27 22:27:55.988138,25.33,38.59,76.52,993.52
2024-02-27 22:33:21.057162,25.0,43.68,78.14,992.93
2024-02-27 22:33:24.191836,25.06,39.02,75.16,993.37
2024-02-27 22:33:27.294190,25.11,36.89,79.54,990.76
2024-02-27 22:33:30.345459,25.16,41.3,77.9,993.71
2024-02-27 22:33:33.402931,25.22,40.78,75.98,990.68
2024-02-27 22:33:36.470091,25.27,43.56,75.4,991.86
2024-02-27 22:33:39.549912,25.32,43.84,76.79,990.7
2024-02-27 22:33:42.604197,25.37,35.44,76.43,994.6
2024-02-27 22:33:45.663669,25.42,44.86,79.56,992.35
2024-02-27 22:33:48.730206,25.47,36.71,78.65,992.84
2024-02-27 22:33:51.792271,25.51,41.92,77.81,993.99
2024-02-27 22:33:54.856620,25.56,43.28,79.81,991.87
2024-02-27 22:33:57.909359,25.6,44.25,78.06,994.31
2024-02-27 22:34:00.967724,25.64,37.69,76.01,992.23
2024-02-27 22:34:05.100325,25.7,41.67,75.15,993.62
2024-02-27 22:34:08.230672,25.73,42.15,78.44,994.97
2024-02-27 22:34:11.319994,25.77,43.01,76.84,990.24
2024-02-27 22:34:14.374987,25.8,42.34,79.66,991.94
2024-02-27 22:34:17.430207,25.83,42.49,78.67,991.23
2024-02-27 22:34:20.483936,25.86,42.13,75.35,994.03
2024-02-27 22:34:23.545380,25.89,44.12,78.2,992.12
2024-02-27 22:34:26.604620,25.91,41.71,79.21,993.08
2024-02-27 22:34:29.658250,25.93,43.36,75.27,993.29
2024-02-27 22:34:32.717761,25.95,36.36,75.14,994.53
2024-02-27 22:34:35.782567,25.97,41.94,75.37,993.75
2024-02-27 22:34:38.845977,25.98,39.06,77.52,992.88
2024-02-27 22:34:41.904350,25.99,42.86,77.46,993.04
2024-02-27 22:34:44.991551,25.99,35.81,79.0,992.67
2024-02-27 22:34:48.069744,26.0,40.82,78.06,993.02
2024-02-27 22:34:51.137818,26.0,44.11,76.62,994.07
2024-02-27 22:34:54.203673,26.0,36.3,75.95,993.16
2024-02-27 22:34:57.256829,25.99,40.36,78.03,993.41
2024-02-27 22:35:00.315237,25.99,41.2,78.45,992.12
2024-02-27 22:35:03.373604,25.98,38.98,78.09,993.95
2024-02-27 22:35:06.432342,25.96,39.84,76.62,990.58
2024-02-27 22:35:09.489056,25.95,44.69,78.17,994.04
2024-02-27 22:36:33.120046,25.0,44.4,75.5,990.65
2024-02-27 22:36:36.225322,25.06,42.95,75.48,990.22
2024-02-27 22:36:39.347699,25.11,43.87,79.22,993.47
2024-02-27 22:36:42.405000,25.16,38.54,77.44,992.79
2024-02-27 22:36:45.459639,25.22,43.37,76.28,994.44
2024-02-27 22:36:48.517532,25.27,41.02,79.25,990.3
2024-02-27 22:36:51.576159,25.32,40.65,78.14,992.1
2024-02-27 22:40:50.940153,25.0,37.94,79.85,990.36
2024-02-27 22:40:54.037670,25.06,39.44,77.07,993.9
2024-02-27 22:40:57.097577,25.11,37.22,78.25,994.6
2024-02-27 22:41:00.154405,25.16,40.83,79.54,990.44
2024-02-27 22:41:03.212366,25.21,36.62,75.13,991.93
2024-02-27 22:41:06.276491,25.27,41.21,76.92,991.99
2024-02-27 22:41:09.341755,25.32,44.51,79.23,994.14
2024-02-27 22:55:58.133604,25.0,44.95,77.51,990.53
2024-02-27 22:56:01.297781,25.06,43.23,77.58,993.68
2024-02-27 22:56:04.368007,25.11,36.03,76.48,992.45
